Measure	ent_type	partial	strict	exact
correct	50	49	48	49
incorrect	1	0	3	2
partial	0	2	0	0
missed	0	0	0	0
spurious	108	108	108	108
possible	51	51	51	51
actual	159	159	159	159
precision	0.314	0.314	0.302	0.308
recall	0.98	0.98	0.941	0.961
f1	0.476	0.476	0.457	0.467
