Measure	ent_type	partial	strict	exact
correct	15	14	14	14
incorrect	0	0	1	1
partial	0	1	0	0
missed	1	1	1	1
spurious	44	44	44	44
possible	16	16	16	16
actual	59	59	59	59
precision	0.254	0.246	0.237	0.237
recall	0.938	0.906	0.875	0.875
f1	0.4	0.387	0.373	0.373
