Measure	ent_type	partial	strict	exact
correct	18	22	18	22
incorrect	4	0	4	0
partial	0	0	0	0
missed	3	3	3	3
spurious	114	114	114	114
possible	25	25	25	25
actual	136	136	136	136
precision	0.132	0.162	0.132	0.162
recall	0.72	0.88	0.72	0.88
f1	0.224	0.273	0.224	0.273
