Measure	ent_type	partial	strict	exact
correct	45	44	44	44
incorrect	0	0	1	1
partial	0	1	0	0
missed	5	5	5	5
spurious	77	77	77	77
possible	50	50	50	50
actual	122	122	122	122
precision	0.369	0.365	0.361	0.361
recall	0.9	0.89	0.88	0.88
f1	0.523	0.517	0.512	0.512
