Measure	ent_type	partial	strict	exact
correct	7	6	6	6
incorrect	0	0	1	1
partial	0	1	0	0
missed	0	0	0	0
spurious	1	1	1	1
possible	7	7	7	7
actual	8	8	8	8
precision	0.875	0.812	0.75	0.75
recall	1.0	0.929	0.857	0.857
f1	0.933	0.867	0.8	0.8
