Measure	ent_type	partial	strict	exact
correct	41	38	30	38
incorrect	9	0	20	12
partial	0	12	0	0
missed	4	4	4	4
spurious	82	82	82	82
possible	54	54	54	54
actual	132	132	132	132
precision	0.311	0.333	0.227	0.288
recall	0.759	0.815	0.556	0.704
f1	0.441	0.473	0.323	0.409
