Measure	ent_type	partial	strict	exact
correct	10	7	7	7
incorrect	2	0	5	5
partial	0	5	0	0
missed	23	23	23	23
spurious	108	108	108	108
possible	35	35	35	35
actual	120	120	120	120
precision	0.083	0.079	0.058	0.058
recall	0.286	0.271	0.2	0.2
f1	0.129	0.123	0.09	0.09
