Measure	ent_type	partial	strict	exact
correct	26	26	23	26
incorrect	4	0	7	4
partial	0	4	0	0
missed	3	3	3	3
spurious	255	255	255	255
possible	33	33	33	33
actual	285	285	285	285
precision	0.091	0.098	0.081	0.091
recall	0.788	0.848	0.697	0.788
f1	0.164	0.176	0.145	0.164
