Measure	ent_type	partial	strict	exact
correct	3	3	3	3
incorrect	0	0	0	0
partial	0	0	0	0
missed	3	3	3	3
spurious	11	11	11	11
possible	6	6	6	6
actual	14	14	14	14
precision	0.214	0.214	0.214	0.214
recall	0.5	0.5	0.5	0.5
f1	0.3	0.3	0.3	0.3
