Measure	ent_type	partial	strict	exact
correct	15	18	15	18
incorrect	3	0	3	0
partial	0	0	0	0
missed	112	112	112	112
spurious	366	366	366	366
possible	130	130	130	130
actual	384	384	384	384
precision	0.039	0.047	0.039	0.047
recall	0.115	0.138	0.115	0.138
f1	0.058	0.07	0.058	0.07
