Measure	ent_type	partial	strict	exact
correct	181	176	172	176
incorrect	4	0	13	9
partial	0	9	0	0
missed	6	6	6	6
spurious	222	222	222	222
possible	191	191	191	191
actual	407	407	407	407
precision	0.445	0.443	0.423	0.432
recall	0.948	0.945	0.901	0.921
f1	0.605	0.604	0.575	0.589
