Measure	ent_type	partial	strict	exact
correct	66	68	59	68
incorrect	9	0	16	7
partial	0	7	0	0
missed	8	8	8	8
spurious	39	39	39	39
possible	83	83	83	83
actual	114	114	114	114
precision	0.579	0.627	0.518	0.596
recall	0.795	0.861	0.711	0.819
f1	0.67	0.726	0.599	0.69
