Measure	ent_type	partial	strict	exact
correct	1	0	0	0
incorrect	0	0	1	1
partial	0	1	0	0
missed	12	12	12	12
spurious	54	54	54	54
possible	13	13	13	13
actual	55	55	55	55
precision	0.018	0.009	0.0	0.0
recall	0.077	0.038	0.0	0.0
f1	0.029	0.015	0	0
