Measure	ent_type	partial	strict	exact
correct	92	92	88	92
incorrect	9	0	13	9
partial	0	9	0	0
missed	13	13	13	13
spurious	96	96	96	96
possible	114	114	114	114
actual	197	197	197	197
precision	0.467	0.49	0.447	0.467
recall	0.807	0.846	0.772	0.807
f1	0.592	0.621	0.566	0.592
