Measure	ent_type	partial	strict	exact
correct	16	15	12	15
incorrect	3	0	7	4
partial	0	4	0	0
missed	0	0	0	0
spurious	64	64	64	64
possible	19	19	19	19
actual	83	83	83	83
precision	0.193	0.205	0.145	0.181
recall	0.842	0.895	0.632	0.789
f1	0.314	0.333	0.235	0.294
