Measure	ent_type	partial	strict	exact
correct	45	43	43	43
incorrect	0	0	2	2
partial	0	2	0	0
missed	4	4	4	4
spurious	89	89	89	89
possible	49	49	49	49
actual	134	134	134	134
precision	0.336	0.328	0.321	0.321
recall	0.918	0.898	0.878	0.878
f1	0.492	0.481	0.47	0.47
