Measure	ent_type	partial	strict	exact
correct	5	2	2	2
incorrect	1	0	4	4
partial	0	4	0	0
missed	100	100	100	100
spurious	213	213	213	213
possible	106	106	106	106
actual	219	219	219	219
precision	0.023	0.018	0.009	0.009
recall	0.047	0.038	0.019	0.019
f1	0.031	0.025	0.012	0.012
