Measure	ent_type	partial	strict	exact
correct	8	2	1	2
incorrect	1	0	8	7
partial	0	7	0	0
missed	154	154	154	154
spurious	184	184	184	184
possible	163	163	163	163
actual	193	193	193	193
precision	0.041	0.028	0.005	0.01
recall	0.049	0.034	0.006	0.012
f1	0.045	0.031	0.006	0.011
