Measure	ent_type	partial	strict	exact
correct	3	3	3	3
incorrect	1	0	1	1
partial	0	1	0	0
missed	0	0	0	0
spurious	16	16	16	16
possible	4	4	4	4
actual	20	20	20	20
precision	0.15	0.175	0.15	0.15
recall	0.75	0.875	0.75	0.75
f1	0.25	0.292	0.25	0.25
