Measure	ent_type	partial	strict	exact
correct	18	17	17	17
incorrect	0	0	1	1
partial	0	1	0	0
missed	2	2	2	2
spurious	39	39	39	39
possible	20	20	20	20
actual	57	57	57	57
precision	0.316	0.307	0.298	0.298
recall	0.9	0.875	0.85	0.85
f1	0.468	0.455	0.442	0.442
