Measure	ent_type	partial	strict	exact
correct	38	22	22	22
incorrect	0	0	16	16
partial	0	16	0	0
missed	1	1	1	1
spurious	83	83	83	83
possible	39	39	39	39
actual	121	121	121	121
precision	0.314	0.248	0.182	0.182
recall	0.974	0.769	0.564	0.564
f1	0.475	0.375	0.275	0.275
