Measure	ent_type	partial	strict	exact
correct	13	10	10	10
incorrect	0	0	3	3
partial	0	3	0	0
missed	0	0	0	0
spurious	18	18	18	18
possible	13	13	13	13
actual	31	31	31	31
precision	0.419	0.371	0.323	0.323
recall	1.0	0.885	0.769	0.769
f1	0.591	0.523	0.455	0.455
