Measure	ent_type	partial	strict	exact
correct	30	31	28	31
incorrect	3	0	5	2
partial	0	2	0	0
missed	0	0	0	0
spurious	270	270	270	270
possible	33	33	33	33
actual	303	303	303	303
precision	0.099	0.106	0.092	0.102
recall	0.909	0.97	0.848	0.939
f1	0.179	0.19	0.167	0.185
