Measure	ent_type	partial	strict	exact
correct	32	29	28	29
incorrect	2	0	6	5
partial	0	5	0	0
missed	7	7	7	7
spurious	133	133	133	133
possible	41	41	41	41
actual	167	167	167	167
precision	0.192	0.189	0.168	0.174
recall	0.78	0.768	0.683	0.707
f1	0.308	0.303	0.269	0.279
