Measure	ent_type	partial	strict	exact
correct	44	44	41	44
incorrect	4	0	7	4
partial	0	4	0	0
missed	2	2	2	2
spurious	184	184	184	184
possible	50	50	50	50
actual	232	232	232	232
precision	0.19	0.198	0.177	0.19
recall	0.88	0.92	0.82	0.88
f1	0.312	0.326	0.291	0.312
