Measure	ent_type	partial	strict	exact
correct	44	42	41	42
incorrect	2	0	5	4
partial	0	4	0	0
missed	0	0	0	0
spurious	39	39	39	39
possible	46	46	46	46
actual	85	85	85	85
precision	0.518	0.518	0.482	0.494
recall	0.957	0.957	0.891	0.913
f1	0.672	0.672	0.626	0.641
